group,filter,week,unique_users,new_users,cumulative_users
VPN,Classified,2025-07-29,551,412,10801
VPN,Classified,2025-08-05,362,255,11056
VPN,Classified,2025-08-12,296,208,11264
VPN,Classified,2025-08-19,356,214,11478
VPN,Classified,2025-08-26,211,138,11616
VPN,Classified,2025-09-02,149,95,11711
VPN,Classified,2025-09-09,179,117,11828
VPN,Classified,2025-09-16,177,108,11936
VPN,Classified,2025-09-23,164,104,12040
VPN,Classified,2025-09-30,132,72,12112
VPN,Classified,2025-10-07,130,78,12190
VPN,Classified,2025-10-14,189,121,12311
VPN,Classified,2025-10-21,134,80,12391
VPN,Classified (UK),2021-10-26,2,2,2
VPN,Classified (UK),2021-11-02,2,2,4
VPN,Classified (UK),2021-11-09,2,2,6
VPN,Classified (UK),2021-11-16,2,2,8
VPN,Classified (UK),2021-11-23,5,5,13
VPN,Classified (UK),2021-11-30,3,3,16
VPN,Classified (UK),2021-12-07,5,5,21
VPN,Classified (UK),2021-12-14,6,6,27
VPN,Classified (UK),2021-12-21,8,8,35
VPN,Classified (UK),2021-12-28,2,2,37
VPN,Classified (UK),2022-01-04,2,2,39
VPN,Classified (UK),2022-01-11,13,11,50
VPN,Classified (UK),2022-01-18,18,16,66
VPN,Classified (UK),2022-01-25,4,4,70
VPN,Classified (UK),2022-02-01,5,5,75
VPN,Classified (UK),2022-02-08,5,5,80
VPN,Classified (UK),2022-02-15,8,3,83
VPN,Classified (UK),2022-02-22,3,3,86
VPN,Classified (UK),2022-03-01,10,9,95
VPN,Classified (UK),2022-03-08,8,7,102
VPN,Classified (UK),2022-03-15,6,5,107
VPN,Classified (UK),2022-03-22,5,5,112
VPN,Classified (UK),2022-03-29,4,3,115
VPN,Classified (UK),2022-04-05,4,3,118
VPN,Classified (UK),2022-04-12,4,2,120
VPN,Classified (UK),2022-04-19,5,5,125
VPN,Classified (UK),2022-04-26,1,0,125
VPN,Classified (UK),2022-05-03,11,10,135
VPN,Classified (UK),2022-05-10,6,5,140
VPN,Classified (UK),2022-05-17,4,4,144
VPN,Classified (UK),2022-05-24,7,3,147
VPN,Classified (UK),2022-05-31,2,1,148
VPN,Classified (UK),2022-06-07,6,5,153
VPN,Classified (UK),2022-06-14,7,4,157
VPN,Classified (UK),2022-06-21,3,2,159
VPN,Classified (UK),2022-06-28,2,1,160
VPN,Classified (UK),2022-07-05,6,5,165
VPN,Classified (UK),2022-07-12,3,1,166
VPN,Classified (UK),2022-07-19,7,4,170
VPN,Classified (UK),2022-07-26,9,6,176
VPN,Classified (UK),2022-08-02,2,1,177
VPN,Classified (UK),2022-08-09,9,5,182
VPN,Classified (UK),2022-08-16,11,7,189
VPN,Classified (UK),2022-08-23,6,5,194
VPN,Classified (UK),2022-08-30,10,8,202
VPN,Classified (UK),2022-09-06,10,7,209
VPN,Classified (UK),2022-09-13,2,1,210
VPN,Classified (UK),2022-09-20,6,5,215
VPN,Classified (UK),2022-09-27,7,4,219
VPN,Classified (UK),2022-10-04,6,5,224
VPN,Classified (UK),2022-10-11,6,3,227
VPN,Classified (UK),2022-10-18,3,1,228
VPN,Classified (UK),2022-10-25,4,4,232
VPN,Classified (UK),2022-11-01,4,2,234
VPN,Classified (UK),2022-11-08,10,6,240
VPN,Classified (UK),2022-11-15,1,1,241
VPN,Classified (UK),2022-11-22,3,1,242
VPN,Classified (UK),2022-11-29,3,3,245
VPN,Classified (UK),2022-12-06,5,4,249
VPN,Classified (UK),2022-12-13,7,4,253
VPN,Classified (UK),2022-12-20,3,3,256
VPN,Classified (UK),2022-12-27,6,5,261
VPN,Classified (UK),2023-01-03,4,2,263
VPN,Classified (UK),2023-01-10,3,3,266
VPN,Classified (UK),2023-01-17,4,3,269
VPN,Classified (UK),2023-01-24,3,1,270
VPN,Classified (UK),2023-01-31,13,11,281
VPN,Classified (UK),2023-02-07,7,5,286
VPN,Classified (UK),2023-02-14,5,5,291
VPN,Classified (UK),2023-02-21,9,1,292
VPN,Classified (UK),2023-02-28,7,4,296
VPN,Classified (UK),2023-03-07,11,9,305
VPN,Classified (UK),2023-03-14,3,2,307
VPN,Classified (UK),2023-03-21,6,5,312
VPN,Classified (UK),2023-03-28,6,4,316
VPN,Classified (UK),2023-04-04,3,3,319
VPN,Classified (UK),2023-04-11,7,7,326
VPN,Classified (UK),2023-04-18,7,3,329
VPN,Classified (UK),2023-04-25,6,4,333
VPN,Classified (UK),2023-05-02,16,12,345
VPN,Classified (UK),2023-05-09,8,5,350
VPN,Classified (UK),2023-05-16,6,1,351
VPN,Classified (UK),2023-05-23,12,4,355
VPN,Classified (UK),2023-05-30,5,4,359
VPN,Classified (UK),2023-06-06,6,3,362
VPN,Classified (UK),2023-06-13,6,4,366
VPN,Classified (UK),2023-06-20,3,3,369
VPN,Classified (UK),2023-06-27,12,7,376
VPN,Classified (UK),2023-07-04,5,4,380
VPN,Classified (UK),2023-07-18,10,7,387
VPN,Classified (UK),2023-07-25,14,8,395
VPN,Classified (UK),2023-08-01,9,5,400
VPN,Classified (UK),2023-08-08,8,5,405
VPN,Classified (UK),2023-08-15,6,2,407
VPN,Classified (UK),2023-08-22,5,4,411
VPN,Classified (UK),2023-08-29,6,5,416
VPN,Classified (UK),2023-09-05,6,5,421
VPN,Classified (UK),2023-09-12,6,3,424
VPN,Classified (UK),2023-09-19,5,2,426
VPN,Classified (UK),2023-09-26,6,5,431
VPN,Classified (UK),2023-10-03,2,2,433
VPN,Classified (UK),2023-10-10,2,2,435
VPN,Classified (UK),2023-10-17,2,1,436
VPN,Classified (UK),2023-10-24,4,3,439
VPN,Classified (UK),2023-10-31,6,5,444
VPN,Classified (UK),2023-11-07,4,2,446
VPN,Classified (UK),2023-11-14,10,6,452
VPN,Classified (UK),2023-11-21,6,4,456
VPN,Classified (UK),2023-11-28,2,1,457
VPN,Classified (UK),2023-12-05,7,5,462
VPN,Classified (UK),2023-12-19,13,7,469
VPN,Classified (UK),2023-12-26,6,5,474
VPN,Classified (UK),2024-01-02,4,3,477
VPN,Classified (UK),2024-01-09,7,6,483
VPN,Classified (UK),2024-01-16,10,8,491
VPN,Classified (UK),2024-01-23,3,1,492
VPN,Classified (UK),2024-01-30,6,5,497
VPN,Classified (UK),2024-02-06,12,11,508
VPN,Classified (UK),2024-02-13,15,12,520
VPN,Classified (UK),2024-02-20,11,5,525
VPN,Classified (UK),2024-02-27,7,6,531
VPN,Classified (UK),2024-03-05,8,7,538
VPN,Classified (UK),2024-03-12,8,8,546
VPN,Classified (UK),2024-03-19,6,4,550
VPN,Classified (UK),2024-03-26,4,4,554
VPN,Classified (UK),2024-04-02,5,4,558
VPN,Classified (UK),2024-04-09,5,4,562
VPN,Classified (UK),2024-04-16,5,4,566
VPN,Classified (UK),2024-04-23,7,6,572
VPN,Classified (UK),2024-04-30,9,6,578
VPN,Classified (UK),2024-05-07,5,4,582
VPN,Classified (UK),2024-05-14,6,4,586
VPN,Classified (UK),2024-05-21,7,7,593
VPN,Classified (UK),2024-05-28,8,4,597
VPN,Classified (UK),2024-06-04,4,1,598
VPN,Classified (UK),2024-06-11,3,3,601
VPN,Classified (UK),2024-06-18,11,6,607
VPN,Classified (UK),2024-06-25,4,3,610
VPN,Classified (UK),2024-07-02,15,9,619
VPN,Classified (UK),2024-07-09,6,4,623
VPN,Classified (UK),2024-07-16,5,4,627
VPN,Classified (UK),2024-07-23,8,5,632
VPN,Classified (UK),2024-07-30,5,3,635
VPN,Classified (UK),2024-08-06,5,4,639
VPN,Classified (UK),2024-08-13,5,3,642
VPN,Classified (UK),2024-08-20,12,11,653
VPN,Classified (UK),2024-08-27,8,8,661
VPN,Classified (UK),2024-09-03,5,4,665
VPN,Classified (UK),2024-09-10,9,6,671
VPN,Classified (UK),2024-09-17,11,6,677
VPN,Classified (UK),2024-09-24,9,7,684
VPN,Classified (UK),2024-10-01,4,3,687
VPN,Classified (UK),2024-10-08,3,3,690
VPN,Classified (UK),2024-10-15,14,9,699
VPN,Classified (UK),2024-10-22,4,2,701
VPN,Classified (UK),2024-10-29,5,3,704
VPN,Classified (UK),2024-11-05,7,3,707
VPN,Classified (UK),2024-11-12,7,5,712
VPN,Classified (UK),2024-11-19,8,3,715
VPN,Classified (UK),2024-11-26,9,4,719
VPN,Classified (UK),2024-12-03,5,4,723
VPN,Classified (UK),2024-12-10,7,2,725
VPN,Classified (UK),2024-12-17,8,5,730
VPN,Classified (UK),2024-12-24,9,8,738
VPN,Classified (UK),2024-12-31,12,8,746
VPN,Classified (UK),2025-01-07,3,3,749
VPN,Classified (UK),2025-01-14,18,12,761
VPN,Classified (UK),2025-01-21,13,5,766
VPN,Classified (UK),2025-01-28,5,4,770
VPN,Classified (UK),2025-02-04,9,6,776
VPN,Classified (UK),2025-02-11,5,3,779
VPN,Classified (UK),2025-02-18,33,22,801
VPN,Classified (UK),2025-02-25,12,5,806
VPN,Classified (UK),2025-03-04,3,2,808
VPN,Classified (UK),2025-03-11,6,2,810
VPN,Classified (UK),2025-03-18,3,2,812
VPN,Classified (UK),2025-03-25,9,5,817
VPN,Classified (UK),2025-04-01,9,5,822
VPN,Classified (UK),2025-04-08,7,4,826
VPN,Classified (UK),2025-04-15,9,5,831
VPN,Classified (UK),2025-04-22,3,3,834
VPN,Classified (UK),2025-04-29,5,3,837
VPN,Classified (UK),2025-05-06,1,1,838
VPN,Classified (UK),2025-05-13,4,3,841
VPN,Classified (UK),2025-05-20,7,5,846
VPN,Classified (UK),2025-05-27,8,5,851
VPN,Classified (UK),2025-06-03,15,9,860
VPN,Classified (UK),2025-06-10,4,2,862
VPN,Classified (UK),2025-06-17,6,3,865
VPN,Classified (UK),2025-06-24,9,6,871
VPN,Classified (UK),2025-07-01,9,3,874
VPN,Classified (UK),2025-07-08,12,4,878
VPN,Classified (UK),2025-07-15,16,12,890
VPN,Classified (UK),2025-07-22,100,92,982
VPN,Classified (UK),2025-07-29,163,126,1108
VPN,Classified (UK),2025-08-05,83,58,1166
VPN,Classified (UK),2025-08-12,91,71,1237
VPN,Classified (UK),2025-08-19,113,69,1306
VPN,Classified (UK),2025-08-26,40,26,1332
VPN,Classified (UK),2025-09-02,25,14,1346
VPN,Classified (UK),2025-09-09,28,19,1365
VPN,Classified (UK),2025-09-16,35,22,1387
VPN,Classified (UK),2025-09-23,28,17,1404
VPN,Classified (UK),2025-09-30,28,15,1419
VPN,Classified (UK),2025-10-07,19,13,1432
VPN,Classified (UK),2025-10-14,36,23,1455
VPN,Classified (UK),2025-10-21,27,12,1467
Politics,Unmatched (non-UK),2021-10-26,22232,22232,22232
Politics,Unmatched (non-UK),2021-11-02,23774,18055,40287
Politics,Unmatched (non-UK),2021-11-09,21990,14357,54644
Politics,Unmatched (non-UK),2021-11-16,19106,10647,65291
Politics,Unmatched (non-UK),2021-11-23,20798,11310,76601
Politics,Unmatched (non-UK),2021-11-30,21712,11480,88081
Politics,Unmatched (non-UK),2021-12-07,21632,10904,98985
Politics,Unmatched (non-UK),2021-12-14,21063,10112,109097
Politics,Unmatched (non-UK),2021-12-21,23542,12090,121187
Politics,Unmatched (non-UK),2021-12-28,20973,9470,130657
Politics,Unmatched (non-UK),2022-01-04,22888,10350,141007
Politics,Unmatched (non-UK),2022-01-11,20041,8262,149269
Politics,Unmatched (non-UK),2022-01-18,22652,10037,159306
Politics,Unmatched (non-UK),2022-01-25,25711,12613,171919
Politics,Unmatched (non-UK),2022-02-01,21096,8923,180842
Politics,Unmatched (non-UK),2022-02-08,17005,5809,186651
Politics,Unmatched (non-UK),2022-02-15,19622,7963,194614
Politics,Unmatched (non-UK),2022-02-22,16365,5956,200570
Politics,Unmatched (non-UK),2022-03-01,18278,7469,208039
Politics,Unmatched (non-UK),2022-03-08,21144,9789,217828
Politics,Unmatched (non-UK),2022-03-15,15853,5691,223519
Politics,Unmatched (non-UK),2022-03-22,16492,6005,229524
Politics,Unmatched (non-UK),2022-03-29,17126,6318,235842
Politics,Unmatched (non-UK),2022-04-05,20986,8445,244287
Politics,Unmatched (non-UK),2022-04-12,21970,8724,253011
Politics,Unmatched (non-UK),2022-04-19,18541,6650,259661
Politics,Unmatched (non-UK),2022-04-26,17613,6226,265887
Politics,Unmatched (non-UK),2022-05-03,19351,6906,272793
Politics,Unmatched (non-UK),2022-05-10,19832,7361,280154
Politics,Unmatched (non-UK),2022-05-17,19591,7203,287357
Politics,Unmatched (non-UK),2022-05-24,20368,8117,295474
Politics,Unmatched (non-UK),2022-05-31,19741,7262,302736
Politics,Unmatched (non-UK),2022-06-07,18561,6362,309098
Politics,Unmatched (non-UK),2022-06-14,18805,6522,315620
Politics,Unmatched (non-UK),2022-06-21,18995,6473,322093
Politics,Unmatched (non-UK),2022-06-28,21128,7446,329539
Politics,Unmatched (non-UK),2022-07-05,24404,8884,338423
Politics,Unmatched (non-UK),2022-07-12,27315,10770,349193
Politics,Unmatched (non-UK),2022-07-19,32576,14781,363974
Politics,Unmatched (non-UK),2022-07-26,22276,7594,371568
Politics,Unmatched (non-UK),2022-08-02,23001,8062,379630
Politics,Unmatched (non-UK),2022-08-09,27880,11167,390797
Politics,Unmatched (non-UK),2022-08-16,23563,8531,399328
Politics,Unmatched (non-UK),2022-08-23,26792,10706,410034
Politics,Unmatched (non-UK),2022-08-30,28223,10582,420616
Politics,Unmatched (non-UK),2022-09-06,30876,12103,432719
Politics,Unmatched (non-UK),2022-09-13,26416,9438,442157
Politics,Unmatched (non-UK),2022-09-20,22628,7204,449361
Politics,Unmatched (non-UK),2022-09-27,24787,7901,457262
Politics,Unmatched (non-UK),2022-10-04,24044,8660,465922
Politics,Unmatched (non-UK),2022-10-11,28232,10224,476146
Politics,Unmatched (non-UK),2022-10-18,28180,9612,485758
Politics,Unmatched (non-UK),2022-10-25,25595,8905,494663
Politics,Unmatched (non-UK),2022-11-01,31118,12592,507255
Politics,Unmatched (non-UK),2022-11-08,25011,8877,516132
Politics,Unmatched (non-UK),2022-11-15,24611,8624,524756
Politics,Unmatched (non-UK),2022-11-22,24929,8950,533706
Politics,Unmatched (non-UK),2022-11-29,24782,8202,541908
Politics,Unmatched (non-UK),2022-12-06,26232,9888,551796
Politics,Unmatched (non-UK),2022-12-13,25148,8824,560620
Politics,Unmatched (non-UK),2022-12-20,26647,10010,570630
Politics,Unmatched (non-UK),2022-12-27,26804,10156,580786
Politics,Unmatched (non-UK),2023-01-03,25012,8797,589583
Politics,Unmatched (non-UK),2023-01-10,24785,8475,598058
Politics,Unmatched (non-UK),2023-01-17,24464,8475,606533
Politics,Unmatched (non-UK),2023-01-24,22266,7159,613692
Politics,Unmatched (non-UK),2023-01-31,24683,7966,621658
Politics,Unmatched (non-UK),2023-02-07,19996,6043,627701
Politics,Unmatched (non-UK),2023-02-14,22953,7825,635526
Politics,Unmatched (non-UK),2023-02-21,24413,8336,643862
Politics,Unmatched (non-UK),2023-02-28,18205,5287,649149
Politics,Unmatched (non-UK),2023-03-07,19577,5797,654946
Politics,Unmatched (non-UK),2023-03-14,17135,4953,659899
Politics,Unmatched (non-UK),2023-03-21,29079,13460,673359
Politics,Unmatched (non-UK),2023-03-28,16561,4701,678060
Politics,Unmatched (non-UK),2023-04-04,16329,4718,682778
Politics,Unmatched (non-UK),2023-04-11,21381,7829,690607
Politics,Unmatched (non-UK),2023-04-18,15291,4280,694887
Politics,Unmatched (non-UK),2023-04-25,16468,4804,699691
Politics,Unmatched (non-UK),2023-05-02,16044,4370,704061
Politics,Unmatched (non-UK),2023-05-09,17821,5359,709420
Politics,Unmatched (non-UK),2023-05-16,15726,4535,713955
Politics,Unmatched (non-UK),2023-05-23,15556,4646,718601
Politics,Unmatched (non-UK),2023-05-30,17594,6091,724692
Politics,Unmatched (non-UK),2023-06-06,15390,4513,729205
Politics,Unmatched (non-UK),2023-06-13,15944,5021,734226
Politics,Unmatched (non-UK),2023-06-20,17711,5920,740146
Politics,Unmatched (non-UK),2023-06-27,17065,5713,745859
Politics,Unmatched (non-UK),2023-07-04,16016,5226,751085
Politics,Unmatched (non-UK),2023-07-11,20114,7077,758162
Politics,Unmatched (non-UK),2023-07-18,17047,5931,764093
Politics,Unmatched (non-UK),2023-07-25,16374,5495,769588
Politics,Unmatched (non-UK),2023-08-01,16963,6181,775769
Politics,Unmatched (non-UK),2023-08-08,18081,6535,782304
Politics,Unmatched (non-UK),2023-08-15,17675,6107,788411
Politics,Unmatched (non-UK),2023-08-22,14715,4844,793255
Politics,Unmatched (non-UK),2023-08-29,15639,5298,798553
Politics,Unmatched (non-UK),2023-09-05,15168,4646,803199
Politics,Unmatched (non-UK),2023-09-12,16530,5137,808336
Politics,Unmatched (non-UK),2023-09-19,17843,5822,814158
Politics,Unmatched (non-UK),2023-09-26,16580,5100,819258
Politics,Unmatched (non-UK),2023-10-03,16046,4720,823978
Politics,Unmatched (non-UK),2023-10-10,15237,4696,828674
Politics,Unmatched (non-UK),2023-10-17,15773,4703,833377
Politics,Unmatched (non-UK),2023-10-24,14544,4243,837620
Politics,Unmatched (non-UK),2023-10-31,15070,4607,842227
Politics,Unmatched (non-UK),2023-11-07,14367,4180,846407
Politics,Unmatched (non-UK),2023-11-14,15418,4940,851347
Politics,Unmatched (non-UK),2023-11-21,14436,4397,855744
Politics,Unmatched (non-UK),2023-11-28,14241,4232,859976
Politics,Unmatched (non-UK),2023-12-05,14825,4692,864668
Politics,Unmatched (non-UK),2023-12-12,13658,4331,868999
Politics,Unmatched (non-UK),2023-12-19,14120,4346,873345
Politics,Unmatched (non-UK),2023-12-26,16418,6427,879772
Politics,Unmatched (non-UK),2024-01-02,15358,5218,884990
Politics,Unmatched (non-UK),2024-01-09,15270,5180,890170
Politics,Unmatched (non-UK),2024-01-16,15268,5105,895275
Politics,Unmatched (non-UK),2024-01-23,15391,5019,900294
Politics,Unmatched (non-UK),2024-01-30,15106,4993,905287
Politics,Unmatched (non-UK),2024-02-06,13774,4246,909533
Politics,Unmatched (non-UK),2024-02-13,14273,4561,914094
Politics,Unmatched (non-UK),2024-02-20,15978,5482,919576
Politics,Unmatched (non-UK),2024-02-27,17939,7101,926677
Politics,Unmatched (non-UK),2024-03-05,16309,5990,932667
Politics,Unmatched (non-UK),2024-03-12,15706,5490,938157
Politics,Unmatched (non-UK),2024-03-19,16179,5846,944003
Politics,Unmatched (non-UK),2024-03-26,18488,7589,951592
Politics,Unmatched (non-UK),2024-04-02,15096,4991,956583
Politics,Unmatched (non-UK),2024-04-09,15149,5068,961651
Politics,Unmatched (non-UK),2024-04-16,16102,5446,967097
Politics,Unmatched (non-UK),2024-04-23,16082,5888,972985
Politics,Unmatched (non-UK),2024-04-30,15861,5259,978244
Politics,Unmatched (non-UK),2024-05-07,15078,5094,983338
Politics,Unmatched (non-UK),2024-05-14,14565,4717,988055
Politics,Unmatched (non-UK),2024-05-21,16715,5367,993422
Politics,Unmatched (non-UK),2024-05-28,16516,5653,999075
Politics,Unmatched (non-UK),2024-06-04,15512,4882,1003957
Politics,Unmatched (non-UK),2024-06-11,14679,4385,1008342
Politics,Unmatched (non-UK),2024-06-18,15355,4747,1013089
Politics,Unmatched (non-UK),2024-06-25,15450,4615,1017704
Politics,Unmatched (non-UK),2024-07-02,17999,5698,1023402
Politics,Unmatched (non-UK),2024-07-09,15852,4859,1028261
Politics,Unmatched (non-UK),2024-07-16,14852,4569,1032830
Politics,Unmatched (non-UK),2024-07-23,15804,5500,1038330
Politics,Unmatched (non-UK),2024-07-30,16784,5913,1044243
Politics,Unmatched (non-UK),2024-08-06,15385,5125,1049368
Politics,Unmatched (non-UK),2024-08-13,16130,5604,1054972
Politics,Unmatched (non-UK),2024-08-20,14279,4696,1059668
Politics,Unmatched (non-UK),2024-08-27,14663,4741,1064409
Politics,Unmatched (non-UK),2024-09-03,14607,4580,1068989
Politics,Unmatched (non-UK),2024-09-10,15755,5509,1074498
Politics,Unmatched (non-UK),2024-09-17,14969,5136,1079634
Politics,Unmatched (non-UK),2024-09-24,15127,5124,1084758
Politics,Unmatched (non-UK),2024-10-01,14221,4574,1089332
Politics,Unmatched (non-UK),2024-10-08,15495,5811,1095143
Politics,Unmatched (non-UK),2024-10-15,14635,4791,1099934
Politics,Unmatched (non-UK),2024-10-22,14071,4384,1104318
Politics,Unmatched (non-UK),2024-10-29,13713,4218,1108536
Politics,Unmatched (non-UK),2024-11-05,14344,4672,1113208
Politics,Unmatched (non-UK),2024-11-12,13173,4113,1117321
Politics,Unmatched (non-UK),2024-11-19,14930,5154,1122475
Politics,Unmatched (non-UK),2024-11-26,14463,4927,1127402
Politics,Unmatched (non-UK),2024-12-03,15702,5731,1133133
Politics,Unmatched (non-UK),2024-12-10,13772,4315,1137448
Politics,Unmatched (non-UK),2024-12-17,12962,3808,1141256
Politics,Unmatched (non-UK),2024-12-24,13849,4660,1145916
Politics,Unmatched (non-UK),2024-12-31,14577,5036,1150952
Politics,Unmatched (non-UK),2025-01-07,17522,6198,1157150
Politics,Unmatched (non-UK),2025-01-14,15022,4824,1161974
Politics,Unmatched (non-UK),2025-01-21,15383,4804,1166778
Politics,Unmatched (non-UK),2025-01-28,15398,4843,1171621
Politics,Unmatched (non-UK),2025-02-04,15038,4860,1176481
Politics,Unmatched (non-UK),2025-02-11,16846,6308,1182789
Politics,Unmatched (non-UK),2025-02-18,15351,4973,1187762
Politics,Unmatched (non-UK),2025-02-25,15624,5181,1192943
Politics,Unmatched (non-UK),2025-03-04,19872,8490,1201433
Politics,Unmatched (non-UK),2025-03-11,15907,5401,1206834
Politics,Unmatched (non-UK),2025-03-18,15945,5051,1211885
Politics,Unmatched (non-UK),2025-03-25,15007,4947,1216832
Politics,Unmatched (non-UK),2025-04-01,17538,6799,1223631
Politics,Unmatched (non-UK),2025-04-08,15117,4959,1228590
Politics,Unmatched (non-UK),2025-04-15,17488,6324,1234914
Politics,Unmatched (non-UK),2025-04-22,15989,5509,1240423
Politics,Unmatched (non-UK),2025-04-29,15475,4792,1245215
Politics,Unmatched (non-UK),2025-05-06,14262,4310,1249525
Politics,Unmatched (non-UK),2025-05-13,14881,4465,1253990
Politics,Unmatched (non-UK),2025-05-20,14893,4496,1258486
Politics,Unmatched (non-UK),2025-05-27,15670,5145,1263631
Politics,Unmatched (non-UK),2025-06-03,14552,4530,1268161
Politics,Unmatched (non-UK),2025-06-10,16075,5115,1273276
Politics,Unmatched (non-UK),2025-06-17,16560,5275,1278551
Politics,Unmatched (non-UK),2025-06-24,17132,5516,1284067
Politics,Unmatched (non-UK),2025-07-01,16357,4823,1288890
Politics,Unmatched (non-UK),2025-07-08,16905,5005,1293895
Politics,Unmatched (non-UK),2025-07-15,16284,4909,1298804
Politics,Unmatched (non-UK),2025-07-22,17727,5557,1304361
Politics,Unmatched (non-UK),2025-07-29,17321,5239,1309600
Politics,Unmatched (non-UK),2025-08-05,14753,4494,1314094
Politics,Unmatched (non-UK),2025-08-12,15101,4901,1318995
Politics,Unmatched (non-UK),2025-08-19,15045,4849,1323844
Politics,Unmatched (non-UK),2025-08-26,16244,5286,1329130
Politics,Unmatched (non-UK),2025-09-02,15749,4966,1334096
Politics,Unmatched (non-UK),2025-09-09,15780,5030,1339126
Politics,Unmatched (non-UK),2025-09-16,16361,5054,1344180
Politics,Unmatched (non-UK),2025-09-23,16464,5182,1349362
Politics,Unmatched (non-UK),2025-09-30,16754,5251,1354613
Politics,Unmatched (non-UK),2025-10-07,14918,4496,1359109
Politics,Unmatched (non-UK),2025-10-14,14690,4694,1363803
Politics,Unmatched (non-UK),2025-10-21,11163,3090,1366893
Politics,Unmatched,2021-10-26,59889,59889,59889
Politics,Unmatched,2021-11-02,61818,35591,95480
Politics,Unmatched,2021-11-09,58478,26318,121798
Politics,Unmatched,2021-11-16,54909,20015,141813
Politics,Unmatched,2021-11-23,59368,20481,162294
Politics,Unmatched,2021-11-30,61512,20054,182348
Politics,Unmatched,2021-12-07,61361,18552,200900
Politics,Unmatched,2021-12-14,60367,16886,217786
Politics,Unmatched,2021-12-21,62796,18422,236208
Politics,Unmatched,2021-12-28,60679,15423,251631
Politics,Unmatched,2022-01-04,65250,16539,268170
Politics,Unmatched,2022-01-11,58906,13191,281361
Politics,Unmatched,2022-01-18,62720,14890,296251
Politics,Unmatched,2022-01-25,64749,17391,313642
Politics,Unmatched,2022-02-01,59826,13194,326836
Politics,Unmatched,2022-02-08,53311,9279,336115
Politics,Unmatched,2022-02-15,57639,11984,348099
Politics,Unmatched,2022-02-22,50147,9052,357151
Politics,Unmatched,2022-03-01,52958,10722,367873
Politics,Unmatched,2022-03-08,56117,13296,381169
Politics,Unmatched,2022-03-15,49933,8712,389881
Politics,Unmatched,2022-03-22,51149,9059,398940
Politics,Unmatched,2022-03-29,52800,9521,408461
Politics,Unmatched,2022-04-05,60592,12214,420675
Politics,Unmatched,2022-04-12,62871,12704,433379
Politics,Unmatched,2022-04-19,56489,9838,443217
Politics,Unmatched,2022-04-26,53757,9032,452249
Politics,Unmatched,2022-05-03,56961,9951,462200
Politics,Unmatched,2022-05-10,57863,10373,472573
Politics,Unmatched,2022-05-17,57382,10064,482637
Politics,Unmatched,2022-05-24,59128,11305,493942
Politics,Unmatched,2022-05-31,57978,10261,504203
Politics,Unmatched,2022-06-07,56414,9054,513257
Politics,Unmatched,2022-06-14,56911,9327,522584
Politics,Unmatched,2022-06-21,58318,9523,532107
Politics,Unmatched,2022-06-28,64365,10958,543065
Politics,Unmatched,2022-07-05,70903,12774,555839
Politics,Unmatched,2022-07-12,76749,15255,571094
Politics,Unmatched,2022-07-19,82235,19117,590211
Politics,Unmatched,2022-07-26,67615,10984,601195
Politics,Unmatched,2022-08-02,68487,11476,612671
Politics,Unmatched,2022-08-09,76356,14910,627581
Politics,Unmatched,2022-08-16,70409,11965,639546
Politics,Unmatched,2022-08-23,75696,14561,654107
Politics,Unmatched,2022-08-30,80998,14726,668833
Politics,Unmatched,2022-09-06,84106,16120,684953
Politics,Unmatched,2022-09-13,77871,13085,698038
Politics,Unmatched,2022-09-20,70902,10281,708319
Politics,Unmatched,2022-09-27,76769,11211,719530
Politics,Unmatched,2022-10-04,72351,11743,731273
Politics,Unmatched,2022-10-11,81540,13793,745066
Politics,Unmatched,2022-10-18,81454,12973,758039
Politics,Unmatched,2022-10-25,77093,12373,770412
Politics,Unmatched,2022-11-01,87094,17100,787512
Politics,Unmatched,2022-11-08,76851,12117,799629
Politics,Unmatched,2022-11-15,74200,11688,811317
Politics,Unmatched,2022-11-22,74801,12003,823320
Politics,Unmatched,2022-11-29,76876,11210,834530
Politics,Unmatched,2022-12-06,77959,13057,847587
Politics,Unmatched,2022-12-13,77182,12016,859603
Politics,Unmatched,2022-12-20,78872,13096,872699
Politics,Unmatched,2022-12-27,78178,13682,886381
Politics,Unmatched,2023-01-03,76693,11888,898269
Politics,Unmatched,2023-01-10,76510,11317,909586
Politics,Unmatched,2023-01-17,77720,11812,921398
Politics,Unmatched,2023-01-24,73708,10091,931489
Politics,Unmatched,2023-01-31,77233,10907,942396
Politics,Unmatched,2023-02-07,67181,8392,950788
Politics,Unmatched,2023-02-14,73710,10526,961314
Politics,Unmatched,2023-02-21,74082,11077,972391
Politics,Unmatched,2023-02-28,61702,7271,979662
Politics,Unmatched,2023-03-07,65597,7975,987637
Politics,Unmatched,2023-03-14,59085,6960,994597
Politics,Unmatched,2023-03-21,76111,16042,1010639
Politics,Unmatched,2023-03-28,57703,6635,1017274
Politics,Unmatched,2023-04-04,56540,6522,1023796
Politics,Unmatched,2023-04-11,65512,10381,1034177
Politics,Unmatched,2023-04-18,55068,6085,1040262
Politics,Unmatched,2023-04-25,57062,6741,1047003
Politics,Unmatched,2023-05-02,56696,6169,1053172
Politics,Unmatched,2023-05-09,58609,7326,1060498
Politics,Unmatched,2023-05-16,57878,6532,1067030
