group,definition,k,week,posts,comments,total
Politics,Raw,4,2023-01-02,1188,103711,104899
Politics,Raw,5,2023-01-02,831,79520,80351
Politics,Raw,1,2023-01-09,4175,234676,238851
Politics,Raw,2,2023-01-09,2821,181093,183914
Politics,Raw,3,2023-01-09,1898,138381,140279
Politics,Raw,4,2023-01-09,1343,105576,106919
Politics,Raw,5,2023-01-09,954,81104,82058
Politics,Raw,1,2023-01-16,4439,236363,240802
Politics,Raw,2,2023-01-16,2951,182306,185257
Politics,Raw,3,2023-01-16,1946,139868,141814
Politics,Raw,4,2023-01-16,1379,106446,107825
Politics,Raw,5,2023-01-16,964,81336,82300
Politics,Raw,1,2023-01-23,4472,230882,235354
Politics,Raw,2,2023-01-23,2948,179276,182224
Politics,Raw,3,2023-01-23,2004,136670,138674
Politics,Raw,4,2023-01-23,1329,103683,105012
Politics,Raw,5,2023-01-23,926,79439,80365
Politics,Raw,1,2023-01-30,4338,225678,230016
Politics,Raw,2,2023-01-30,2841,174276,177117
Politics,Raw,3,2023-01-30,1933,132430,134363
Politics,Raw,4,2023-01-30,1309,100693,102002
Politics,Raw,5,2023-01-30,920,77212,78132
Politics,Raw,1,2023-02-06,3977,204082,208059
Politics,Raw,2,2023-02-06,2716,157877,160593
Politics,Raw,3,2023-02-06,1849,120344,122193
Politics,Raw,4,2023-02-06,1234,90667,91901
Politics,Raw,5,2023-02-06,875,69133,70008
Politics,Raw,1,2023-02-13,4199,219098,223297
Politics,Raw,2,2023-02-13,2814,168747,171561
Politics,Raw,3,2023-02-13,1924,128428,130352
Politics,Raw,4,2023-02-13,1295,97130,98425
Politics,Raw,5,2023-02-13,933,74204,75137
Politics,Raw,1,2023-02-20,4138,219598,223736
Politics,Raw,2,2023-02-20,2676,167361,170037
Politics,Raw,3,2023-02-20,1828,126710,128538
Politics,Raw,4,2023-02-20,1224,94723,95947
Politics,Raw,5,2023-02-20,896,71710,72606
Politics,Raw,1,2023-02-27,3946,192682,196628
Politics,Raw,2,2023-02-27,2562,148268,150830
Politics,Raw,3,2023-02-27,1796,112827,114623
Politics,Raw,4,2023-02-27,1254,85343,86597
Politics,Raw,5,2023-02-27,932,65754,66686
Politics,Raw,1,2023-03-06,3959,204583,208542
Politics,Raw,2,2023-03-06,2659,157703,160362
Politics,Raw,3,2023-03-06,1877,120008,121885
Politics,Raw,4,2023-03-06,1338,91283,92621
Politics,Raw,5,2023-03-06,963,70355,71318
Politics,Raw,1,2023-03-13,3766,179042,182808
Politics,Raw,2,2023-03-13,2396,139372,141768
Politics,Raw,3,2023-03-13,1620,106433,108053
Politics,Raw,4,2023-03-13,1107,81064,82171
Politics,Raw,5,2023-03-13,766,62684,63450
Politics,Raw,1,2023-03-20,3903,190241,194144
Politics,Raw,2,2023-03-20,2498,146037,148535
Politics,Raw,3,2023-03-20,1760,111847,113607
Politics,Raw,4,2023-03-20,1214,85148,86362
Politics,Raw,5,2023-03-20,866,65128,65994
Politics,Raw,1,2023-03-27,3663,176501,180164
Politics,Raw,2,2023-03-27,2403,135367,137770
Politics,Raw,3,2023-03-27,1661,103473,105134
Politics,Raw,4,2023-03-27,1151,78885,80036
Politics,Raw,5,2023-03-27,794,60295,61089
Politics,Raw,1,2023-04-03,3407,167762,171169
Politics,Raw,2,2023-04-03,2292,128949,131241
Politics,Raw,3,2023-04-03,1605,98803,100408
Politics,Raw,4,2023-04-03,1019,74846,75865
Politics,Raw,5,2023-04-03,696,57683,58379
Politics,Raw,1,2023-04-10,3387,173755,177142
Politics,Raw,2,2023-04-10,2253,134105,136358
Politics,Raw,3,2023-04-10,1616,101934,103550
Politics,Raw,4,2023-04-10,1061,77258,78319
Politics,Raw,5,2023-04-10,746,58862,59608
Politics,Raw,1,2023-04-17,3843,175273,179116
Politics,Raw,2,2023-04-17,2542,135794,138336
Politics,Raw,3,2023-04-17,1807,103944,105751
Politics,Raw,4,2023-04-17,1188,80054,81242
Politics,Raw,5,2023-04-17,831,61504,62335
Politics,Raw,1,2023-04-24,3673,169274,172947
Politics,Raw,2,2023-04-24,2383,131501,133884
Politics,Raw,3,2023-04-24,1652,101169,102821
Politics,Raw,4,2023-04-24,1130,78134,79264
Politics,Raw,5,2023-04-24,796,60246,61042
Politics,Raw,1,2023-05-01,4037,180601,184638
Politics,Raw,2,2023-05-01,2648,138413,141061
Politics,Raw,3,2023-05-01,1853,104836,106689
Politics,Raw,4,2023-05-01,1266,79665,80931
Politics,Raw,5,2023-05-01,889,61221,62110
Politics,Raw,1,2023-05-08,3534,176511,180045
Politics,Raw,2,2023-05-08,2283,134781,137064
Politics,Raw,3,2023-05-08,1576,102746,104322
Politics,Raw,4,2023-05-08,1061,77815,78876
Politics,Raw,5,2023-05-08,731,59628,60359
Politics,Raw,1,2023-05-15,3836,186463,190299
Politics,Raw,2,2023-05-15,2479,146122,148601
Politics,Raw,3,2023-05-15,1732,112697,114429
Politics,Raw,4,2023-05-15,1197,86803,88000
Politics,Raw,5,2023-05-15,845,67125,67970
Politics,Raw,1,2023-05-22,3613,181155,184768
Politics,Raw,2,2023-05-22,2382,142486,144868
Politics,Raw,3,2023-05-22,1661,109653,111314
Politics,Raw,4,2023-05-22,1142,84678,85820
Politics,Raw,5,2023-05-22,789,65454,66243
Politics,Raw,1,2023-05-29,3579,176396,179975
Politics,Raw,2,2023-05-29,2391,137421,139812
Politics,Raw,3,2023-05-29,1629,105549,107178
Politics,Raw,4,2023-05-29,1136,80740,81876
Politics,Raw,5,2023-05-29,818,62395,63213
Politics,Raw,1,2023-06-05,3735,191371,195106
Politics,Raw,2,2023-06-05,2415,148860,151275
Politics,Raw,3,2023-06-05,1668,113590,115258
Politics,Raw,4,2023-06-05,1162,86926,88088
Politics,Raw,5,2023-06-05,838,67393,68231
Politics,Raw,1,2023-06-12,3051,159512,162563
Politics,Raw,2,2023-06-12,1955,125328,127283
Politics,Raw,3,2023-06-12,1337,96384,97721
Politics,Raw,4,2023-06-12,935,73661,74596
Politics,Raw,5,2023-06-12,654,57347,58001
Politics,Raw,1,2023-06-19,4697,196805,201502
Politics,Raw,2,2023-06-19,3002,153916,156918
Politics,Raw,3,2023-06-19,2050,118361,120411
Politics,Raw,4,2023-06-19,1404,91076,92480
Politics,Raw,5,2023-06-19,984,70804,71788
Politics,Raw,1,2023-06-26,4772,186424,191196
Politics,Raw,2,2023-06-26,3020,147017,150037
Politics,Raw,3,2023-06-26,2040,113474,115514
Politics,Raw,4,2023-06-26,1394,87182,88576
Politics,Raw,5,2023-06-26,993,68044,69037
Politics,Raw,1,2023-07-03,4888,187254,192142
Politics,Raw,2,2023-07-03,3229,148058,151287
Politics,Raw,3,2023-07-03,2201,114598,116799
Politics,Raw,4,2023-07-03,1523,88828,90351
Politics,Raw,5,2023-07-03,1107,69798,70905
Politics,Raw,1,2023-07-10,5103,210096,215199
Politics,Raw,2,2023-07-10,3365,167218,170583
Politics,Raw,3,2023-07-10,2291,129927,132218
Politics,Raw,4,2023-07-10,1528,99860,101388
Politics,Raw,5,2023-07-10,1058,78430,79488
Politics,Raw,1,2023-07-17,4914,205111,210025
Politics,Raw,2,2023-07-17,3132,162350,165482
Politics,Raw,3,2023-07-17,2139,126292,128431
Politics,Raw,4,2023-07-17,1469,97702,99171
Politics,Raw,5,2023-07-17,1066,76223,77289
Politics,Raw,1,2023-07-24,4925,186164,191089
Politics,Raw,2,2023-07-24,3212,147728,150940
Politics,Raw,3,2023-07-24,2139,115983,118122
Politics,Raw,4,2023-07-24,1496,90220,91716
Politics,Raw,5,2023-07-24,1036,70943,71979
Politics,Raw,1,2023-07-31,4573,179696,184269
Politics,Raw,2,2023-07-31,2989,143367,146356
Politics,Raw,3,2023-07-31,2054,113042,115096
Politics,Raw,4,2023-07-31,1440,87997,89437
Politics,Raw,5,2023-07-31,1043,69137,70180
Politics,Raw,1,2023-08-07,4696,194290,198986
Politics,Raw,2,2023-08-07,3004,154293,157297
Politics,Raw,3,2023-08-07,2031,120716,122747
Politics,Raw,4,2023-08-07,1406,94157,95563
Politics,Raw,5,2023-08-07,1030,73838,74868
Politics,Raw,1,2023-08-14,4491,192031,196522
Politics,Raw,2,2023-08-14,2919,151576,154495
Politics,Raw,3,2023-08-14,1977,117296,119273
Politics,Raw,4,2023-08-14,1429,90561,91990
Politics,Raw,5,2023-08-14,1024,70705,71729
Politics,Raw,1,2023-08-21,4521,170719,175240
Politics,Raw,2,2023-08-21,2888,136020,138908
Politics,Raw,3,2023-08-21,1874,105932,107806
Politics,Raw,4,2023-08-21,1271,81969,83240
Politics,Raw,5,2023-08-21,898,64806,65704
Politics,Raw,1,2023-08-28,4427,171966,176393
Politics,Raw,2,2023-08-28,2971,138539,141510
Politics,Raw,3,2023-08-28,2027,109477,111504
Politics,Raw,4,2023-08-28,1388,85379,86767
Politics,Raw,5,2023-08-28,977,67368,68345
Politics,Raw,1,2023-09-04,4912,192453,197365
Politics,Raw,2,2023-09-04,3240,152921,156161
Politics,Raw,3,2023-09-04,2181,120169,122350
Politics,Raw,4,2023-09-04,1450,93452,94902
Politics,Raw,5,2023-09-04,1017,73008,74025
Politics,Raw,1,2023-09-11,4591,207238,211829
Politics,Raw,2,2023-09-11,2960,163750,166710
Politics,Raw,3,2023-09-11,1962,128246,130208
Politics,Raw,4,2023-09-11,1339,99546,100885
Politics,Raw,5,2023-09-11,942,77866,78808
Politics,Raw,1,2023-09-18,4548,217090,221638
Politics,Raw,2,2023-09-18,2945,172174,175119
Politics,Raw,3,2023-09-18,2002,134422,136424
Politics,Raw,4,2023-09-18,1377,104051,105428
Politics,Raw,5,2023-09-18,957,80935,81892
Politics,Raw,1,2023-09-25,4459,204086,208545
Politics,Raw,2,2023-09-25,2958,161608,164566
Politics,Raw,3,2023-09-25,1987,127042,129029
Politics,Raw,4,2023-09-25,1414,98098,99512
Politics,Raw,5,2023-09-25,973,76357,77330
Politics,Raw,1,2023-10-02,4628,216584,221212
Politics,Raw,2,2023-10-02,2933,170617,173550
Politics,Raw,3,2023-10-02,1950,133473,135423
Politics,Raw,4,2023-10-02,1396,103113,104509
Politics,Raw,5,2023-10-02,954,79862,80816
Politics,Raw,1,2023-10-09,4685,192028,196713
Politics,Raw,2,2023-10-09,2905,149984,152889
Politics,Raw,3,2023-10-09,1935,116202,118137
Politics,Raw,4,2023-10-09,1281,90096,91377
Politics,Raw,5,2023-10-09,900,70035,70935
Politics,Raw,1,2023-10-16,4449,191274,195723
Politics,Raw,2,2023-10-16,2764,150686,153450
Politics,Raw,3,2023-10-16,1889,116899,118788
Politics,Raw,4,2023-10-16,1267,89660,90927
Politics,Raw,5,2023-10-16,900,70113,71013
Politics,Raw,1,2023-10-23,4552,197223,201775
Politics,Raw,2,2023-10-23,2830,156398,159228
Politics,Raw,3,2023-10-23,1899,122438,124337
Politics,Raw,4,2023-10-23,1286,94770,96056
Politics,Raw,5,2023-10-23,901,73718,74619
Politics,Raw,1,2023-10-30,4354,185272,189626
Politics,Raw,2,2023-10-30,2770,146702,149472
Politics,Raw,3,2023-10-30,1837,114430,116267
Politics,Raw,4,2023-10-30,1255,88482,89737
Politics,Raw,5,2023-10-30,892,69295,70187
Politics,Raw,1,2023-11-06,4276,189450,193726
Politics,Raw,2,2023-11-06,2732,150232,152964
Politics,Raw,3,2023-11-06,1829,116692,118521
Politics,Raw,4,2023-11-06,1260,89799,91059
Politics,Raw,5,2023-11-06,880,70058,70938
Politics,Raw,1,2023-11-13,4639,196005,200644
Politics,Raw,2,2023-11-13,3068,154042,157110
Politics,Raw,3,2023-11-13,1860,119107,120967
Politics,Raw,4,2023-11-13,1305,91037,92342
Politics,Raw,5,2023-11-13,961,70780,71741
Politics,Raw,1,2023-11-20,4212,187472,191684
Politics,Raw,2,2023-11-20,2679,148411,151090
Politics,Raw,3,2023-11-20,1731,115217,116948
Politics,Raw,4,2023-11-20,1187,88714,89901
Politics,Raw,5,2023-11-20,830,69108,69938
Politics,Raw,1,2023-11-27,4268,173566,177834
Politics,Raw,2,2023-11-27,2814,137562,140376
Politics,Raw,3,2023-11-27,1862,107370,109232
Politics,Raw,4,2023-11-27,1295,83191,84486
Politics,Raw,5,2023-11-27,943,65181,66124
Politics,Raw,1,2023-12-04,4376,183629,188005
Politics,Raw,2,2023-12-04,2791,144512,147303
Politics,Raw,3,2023-12-04,1834,110505,112339
Politics,Raw,4,2023-12-04,1221,84387,85608
Politics,Raw,5,2023-12-04,877,65688,66565
Politics,Raw,1,2023-12-11,3987,168241,172228
Politics,Raw,2,2023-12-11,2592,133637,136229
Politics,Raw,3,2023-12-11,1659,103798,105457
Politics,Raw,4,2023-12-11,1154,80185,81339
Politics,Raw,5,2023-12-11,810,62928,63738
Politics,Raw,1,2023-12-18,4230,179579,183809
Politics,Raw,2,2023-12-18,2836,143467,146303
Politics,Raw,3,2023-12-18,1856,112365,114221
Politics,Raw,4,2023-12-18,1292,87448,88740
Politics,Raw,5,2023-12-18,964,68918,69882
Politics,Raw,1,2023-12-25,3653,161421,165074
Politics,Raw,2,2023-12-25,2458,129203,131661
Politics,Raw,3,2023-12-25,1648,101881,103529
Politics,Raw,4,2023-12-25,1142,79520,80662
Politics,Raw,5,2023-12-25,801,62054,62855
Politics,Raw,1,2024-01-01,4343,190394,194737
Politics,Raw,2,2024-01-01,2777,153658,156435
Politics,Raw,3,2024-01-01,1870,121592,123462
Politics,Raw,4,2024-01-01,1236,94729,95965
Politics,Raw,5,2024-01-01,830,74272,75102
Politics,Raw,1,2024-01-08,4491,209437,213928
Politics,Raw,2,2024-01-08,2924,168156,171080
Politics,Raw,3,2024-01-08,1923,132251,134174
Politics,Raw,4,2024-01-08,1343,102512,103855
Politics,Raw,5,2024-01-08,964,79771,80735
Politics,Raw,1,2024-01-15,4679,195347,200026
Politics,Raw,2,2024-01-15,3064,156102,159166
Politics,Raw,3,2024-01-15,2009,122933,124942
Politics,Raw,4,2024-01-15,1391,94783,96174
Politics,Raw,5,2024-01-15,1003,74019,75022
Politics,Raw,1,2024-01-22,4611,201806,206417
Politics,Raw,2,2024-01-22,2963,161507,164470
Politics,Raw,3,2024-01-22,1961,127328,129289
Politics,Raw,4,2024-01-22,1354,99011,100365
Politics,Raw,5,2024-01-22,915,77051,77966
Politics,Raw,1,2024-01-29,4684,204173,208857
Politics,Raw,2,2024-01-29,2986,163787,166773
Politics,Raw,3,2024-01-29,1966,128790,130756
Politics,Raw,4,2024-01-29,1296,100507,101803
Politics,Raw,5,2024-01-29,946,79051,79997
Politics,Raw,1,2024-02-05,4514,195450,199964
Politics,Raw,2,2024-02-05,2824,156414,159238
Politics,Raw,3,2024-02-05,1846,123692,125538
Politics,Raw,4,2024-02-05,1306,96269,97575
Politics,Raw,5,2024-02-05,930,75965,76895
Politics,Raw,1,2024-02-12,4509,194293,198802
Politics,Raw,2,2024-02-12,2894,155486,158380
Politics,Raw,3,2024-02-12,1904,121451,123355
Politics,Raw,4,2024-02-12,1296,93917,95213
Politics,Raw,5,2024-02-12,958,73488,74446
Politics,Raw,1,2024-02-19,4606,202376,206982
Politics,Raw,2,2024-02-19,2959,160247,163206
Politics,Raw,3,2024-02-19,1976,124894,126870
Politics,Raw,4,2024-02-19,1345,95977,97322
Politics,Raw,5,2024-02-19,965,74966,75931
Politics,Raw,1,2024-02-26,4570,195688,200258
Politics,Raw,2,2024-02-26,2899,155277,158176
Politics,Raw,3,2024-02-26,1924,121396,123320
Politics,Raw,4,2024-02-26,1368,93620,94988
Politics,Raw,5,2024-02-26,1007,73330,74337
Politics,Raw,1,2024-03-04,4142,178357,182499
Politics,Raw,2,2024-03-04,2686,142252,144938
Politics,Raw,3,2024-03-04,1767,111204,112971
Politics,Raw,4,2024-03-04,1142,86198,87340
Politics,Raw,5,2024-03-04,805,67988,68793
Politics,Raw,1,2024-03-11,4373,185249,189622
Politics,Raw,2,2024-03-11,2886,147949,150835
Politics,Raw,3,2024-03-11,1903,116259,118162
Politics,Raw,4,2024-03-11,1289,89896,91185
Politics,Raw,5,2024-03-11,945,70566,71511
Politics,Raw,1,2024-03-18,4460,192412,196872
Politics,Raw,2,2024-03-18,2872,153446,156318
Politics,Raw,3,2024-03-18,1928,121160,123088
Politics,Raw,4,2024-03-18,1342,93890,95232
Politics,Raw,5,2024-03-18,996,73047,74043
Politics,Raw,1,2024-03-25,4286,183807,188093
Politics,Raw,2,2024-03-25,2842,146810,149652
Politics,Raw,3,2024-03-25,1926,116694,118620
Politics,Raw,4,2024-03-25,1328,90453,91781
Politics,Raw,5,2024-03-25,966,70686,71652
Politics,Raw,1,2024-04-01,4289,193505,197794
Politics,Raw,2,2024-04-01,2760,153415,156175
Politics,Raw,3,2024-04-01,1819,120656,122475
Politics,Raw,4,2024-04-01,1225,93323,94548
Politics,Raw,5,2024-04-01,880,72795,73675
Politics,Raw,1,2024-04-08,4407,188808,193215
Politics,Raw,2,2024-04-08,2867,150075,152942
Politics,Raw,3,2024-04-08,1869,118529,120398
Politics,Raw,4,2024-04-08,1263,91749,93012
Politics,Raw,5,2024-04-08,903,71531,72434
Politics,Raw,1,2024-04-15,4262,190296,194558
Politics,Raw,2,2024-04-15,2750,151200,153950
Politics,Raw,3,2024-04-15,1858,118017,119875
Politics,Raw,4,2024-04-15,1257,91212,92469
Politics,Raw,5,2024-04-15,913,71063,71976
Politics,Raw,1,2024-04-22,4365,189732,194097
Politics,Raw,2,2024-04-22,2788,151111,153899
Politics,Raw,3,2024-04-22,1812,118319,120131
Politics,Raw,4,2024-04-22,1261,92728,93989
Politics,Raw,5,2024-04-22,878,72239,73117
Politics,Raw,1,2024-04-29,4372,204554,208926
Politics,Raw,2,2024-04-29,2811,162231,165042
Politics,Raw,3,2024-04-29,1835,125188,127023
Politics,Raw,4,2024-04-29,1280,96215,97495
Politics,Raw,5,2024-04-29,930,74896,75826
Politics,Raw,1,2024-05-06,4325,185788,190113
Politics,Raw,2,2024-05-06,2796,147300,150096
Politics,Raw,3,2024-05-06,1763,113805,115568
Politics,Raw,4,2024-05-06,1206,88062,89268
Politics,Raw,5,2024-05-06,873,68477,69350
Politics,Raw,1,2024-05-13,3936,182319,186255
Politics,Raw,2,2024-05-13,2542,145903,148445
Politics,Raw,3,2024-05-13,1714,114348,116062
Politics,Raw,4,2024-05-13,1174,88540,89714
Politics,Raw,5,2024-05-13,835,68914,69749
Politics,Raw,1,2024-05-20,4476,216637,221113
Politics,Raw,2,2024-05-20,2926,170805,173731
Politics,Raw,3,2024-05-20,1920,132891,134811
Politics,Raw,4,2024-05-20,1303,102014,103317
Politics,Raw,5,2024-05-20,935,78678,79613
Politics,Raw,1,2024-05-27,4361,207719,212080
Politics,Raw,2,2024-05-27,2818,161581,164399
Politics,Raw,3,2024-05-27,1852,124084,125936
Politics,Raw,4,2024-05-27,1253,94325,95578
Politics,Raw,5,2024-05-27,893,72529,73422
Politics,Raw,1,2024-06-03,4310,216225,220535
Politics,Raw,2,2024-06-03,2786,166468,169254
Politics,Raw,3,2024-06-03,1857,126411,128268
Politics,Raw,4,2024-06-03,1276,95619,96895
Politics,Raw,5,2024-06-03,928,73795,74723
Politics,Raw,1,2024-06-10,4275,203881,208156
Politics,Raw,2,2024-06-10,2761,156783,159544
Politics,Raw,3,2024-06-10,1888,119060,120948
Politics,Raw,4,2024-06-10,1308,90686,91994
Politics,Raw,5,2024-06-10,964,69563,70527
Politics,Raw,1,2024-06-17,4360,204287,208647
Politics,Raw,2,2024-06-17,2762,159542,162304
Politics,Raw,3,2024-06-17,1871,122167,124038
Politics,Raw,4,2024-06-17,1370,93925,95295
Politics,Raw,5,2024-06-17,989,73018,74007
Politics,Raw,1,2024-06-24,4541,212736,217277
Politics,Raw,2,2024-06-24,2815,165677,168492
Politics,Raw,3,2024-06-24,1886,127387,129273
Politics,Raw,4,2024-06-24,1352,97952,99304
Politics,Raw,5,2024-06-24,971,76045,77016
Politics,Raw,1,2024-07-01,5304,277747,283051
Politics,Raw,2,2024-07-01,3515,208482,211997
Politics,Raw,3,2024-07-01,2317,153908,156225
Politics,Raw,4,2024-07-01,1622,114504,116126
Politics,Raw,5,2024-07-01,1176,86633,87809
Politics,Raw,1,2024-07-08,4257,214849,219106
Politics,Raw,2,2024-07-08,2832,168526,171358
Politics,Raw,3,2024-07-08,1861,130405,132266
Politics,Raw,4,2024-07-08,1278,100481,101759
Politics,Raw,5,2024-07-08,885,77555,78440
Politics,Raw,1,2024-07-15,4033,196410,200443
Politics,Raw,2,2024-07-15,2610,154745,157355
Politics,Raw,3,2024-07-15,1723,119868,121591
Politics,Raw,4,2024-07-15,1214,92503,93717
Politics,Raw,5,2024-07-15,863,71674,72537
Politics,Raw,1,2024-07-22,3820,183362,187182
Politics,Raw,2,2024-07-22,2501,144362,146863
Politics,Raw,3,2024-07-22,1623,112863,114486
Politics,Raw,4,2024-07-22,1139,87443,88582
Politics,Raw,5,2024-07-22,802,67439,68241
Politics,Raw,1,2024-07-29,4388,201803,206191
Politics,Raw,2,2024-07-29,2917,156100,159017
Politics,Raw,3,2024-07-29,1974,120594,122568
Politics,Raw,4,2024-07-29,1376,93080,94456
Politics,Raw,5,2024-07-29,979,71090,72069
Politics,Raw,1,2024-08-05,4417,194589,199006
Politics,Raw,2,2024-08-05,2831,150439,153270
Politics,Raw,3,2024-08-05,1955,116255,118210
Politics,Raw,4,2024-08-05,1329,89039,90368
Politics,Raw,5,2024-08-05,972,68098,69070
Politics,Raw,1,2024-08-12,3917,175671,179588
Politics,Raw,2,2024-08-12,2636,137585,140221
Politics,Raw,3,2024-08-12,1733,107291,109024
Politics,Raw,4,2024-08-12,1170,83111,84281
Politics,Raw,5,2024-08-12,830,63869,64699
Politics,Raw,1,2024-08-19,3792,173349,177141
Politics,Raw,2,2024-08-19,2450,136330,138780
Politics,Raw,3,2024-08-19,1627,107266,108893
Politics,Raw,4,2024-08-19,1107,83244,84351
Politics,Raw,5,2024-08-19,758,64073,64831
Politics,Raw,1,2024-08-26,3848,178857,182705
Politics,Raw,2,2024-08-26,2556,140971,143527
Politics,Raw,3,2024-08-26,1674,110584,112258
Politics,Raw,4,2024-08-26,1159,85941,87100
Politics,Raw,5,2024-08-26,828,66656,67484
Politics,Raw,1,2024-09-02,4007,180411,184418
Politics,Raw,2,2024-09-02,2626,143816,146442
Politics,Raw,3,2024-09-02,1761,112428,114189
Politics,Raw,4,2024-09-02,1211,86957,88168
Politics,Raw,5,2024-09-02,829,67424,68253
Politics,Raw,1,2024-09-09,3730,183564,187294
Politics,Raw,2,2024-09-09,2472,145886,148358
Politics,Raw,3,2024-09-09,1656,114224,115880
Politics,Raw,4,2024-09-09,1162,89234,90396
Politics,Raw,5,2024-09-09,867,69199,70066
Politics,Raw,1,2024-09-16,3763,177623,181386
Politics,Raw,2,2024-09-16,2415,141098,143513
Politics,Raw,3,2024-09-16,1625,111246,112871
Politics,Raw,4,2024-09-16,1088,86296,87384
Politics,Raw,5,2024-09-16,769,67424,68193
Politics,Raw,1,2024-09-23,3962,180020,183982
Politics,Raw,2,2024-09-23,2545,142664,145209
Politics,Raw,3,2024-09-23,1697,111306,113003
Politics,Raw,4,2024-09-23,1177,86412,87589
Politics,Raw,5,2024-09-23,855,67208,68063
Politics,Raw,1,2024-09-30,3787,175051,178838
Politics,Raw,2,2024-09-30,2452,139169,141621
Politics,Raw,3,2024-09-30,1592,108181,109773
Politics,Raw,4,2024-09-30,1106,84256,85362
Politics,Raw,5,2024-09-30,771,65273,66044
Politics,Raw,1,2024-10-07,4141,171785,175926
Politics,Raw,2,2024-10-07,2736,135357,138093
Politics,Raw,3,2024-10-07,1823,105674,107497
Politics,Raw,4,2024-10-07,1225,81811,83036
Politics,Raw,5,2024-10-07,901,63606,64507
Politics,Raw,1,2024-10-14,3842,179414,183256
Politics,Raw,2,2024-10-14,2474,142493,144967
Politics,Raw,3,2024-10-14,1681,111344,113025
Politics,Raw,4,2024-10-14,1155,86469,87624
Politics,Raw,5,2024-10-14,866,66966,67832
Politics,Raw,1,2024-10-21,3998,183484,187482
Politics,Raw,2,2024-10-21,2643,146297,148940
Politics,Raw,3,2024-10-21,1775,114009,115784
Politics,Raw,4,2024-10-21,1228,88374,89602
Politics,Raw,5,2024-10-21,891,68110,69001
Politics,Raw,1,2024-10-28,3954,181622,185576
Politics,Raw,2,2024-10-28,2584,144393,146977
Politics,Raw,3,2024-10-28,1701,112243,113944
Politics,Raw,4,2024-10-28,1217,87160,88377
Politics,Raw,5,2024-10-28,889,67871,68760
Politics,Raw,1,2024-11-04,3863,182574,186437
Politics,Raw,2,2024-11-04,2553,144140,146693
Politics,Raw,3,2024-11-04,1731,111796,113527
Politics,Raw,4,2024-11-04,1215,85799,87014
Politics,Raw,5,2024-11-04,866,66161,67027
Politics,Raw,1,2024-11-11,3794,173357,177151
Politics,Raw,2,2024-11-11,2449,139216,141665
Politics,Raw,3,2024-11-11,1584,108834,110418
Politics,Raw,4,2024-11-11,1128,84698,85826
Politics,Raw,5,2024-11-11,813,66278,67091
Politics,Raw,1,2024-11-18,4006,187229,191235
Politics,Raw,2,2024-11-18,2583,149722,152305
Politics,Raw,3,2024-11-18,1717,116815,118532
Politics,Raw,4,2024-11-18,1192,91088,92280
Politics,Raw,5,2024-11-18,859,70770,71629
Politics,Raw,1,2024-11-25,4161,198048,202209
Politics,Raw,2,2024-11-25,2680,158298,160978
Politics,Raw,3,2024-11-25,1819,123529,125348
Politics,Raw,4,2024-11-25,1322,96119,97441
Politics,Raw,5,2024-11-25,956,74264,75220
Politics,Raw,1,2024-12-02,3979,178329,182308
Politics,Raw,2,2024-12-02,2608,142060,144668
Politics,Raw,3,2024-12-02,1752,110740,112492
Politics,Raw,4,2024-12-02,1232,86051,87283
Politics,Raw,5,2024-12-02,868,66141,67009
Politics,Raw,1,2024-12-09,3868,180125,183993
Politics,Raw,2,2024-12-09,2567,143738,146305
Politics,Raw,3,2024-12-09,1767,112242,114009
Politics,Raw,4,2024-12-09,1250,87421,88671
Politics,Raw,5,2024-12-09,913,67063,67976
Politics,Raw,1,2024-12-16,3871,179004,182875
Politics,Raw,2,2024-12-16,2581,143172,145753
Politics,Raw,3,2024-12-16,1776,112231,114007
Politics,Raw,4,2024-12-16,1298,87657,88955
Politics,Raw,5,2024-12-16,910,66943,67853
Politics,Raw,1,2024-12-23,3466,168507,171973
Politics,Raw,2,2024-12-23,2376,134600,136976
Politics,Raw,3,2024-12-23,1659,105848,107507
Politics,Raw,4,2024-12-23,1225,82162,83387
Politics,Raw,5,2024-12-23,921,63554,64475
Politics,Raw,1,2024-12-30,3828,177174,181002
Politics,Raw,2,2024-12-30,2558,141606,144164
Politics,Raw,3,2024-12-30,1783,110846,112629
Politics,Raw,4,2024-12-30,1237,85941,87178
Politics,Raw,5,2024-12-30,942,66702,67644
Politics,Raw,1,2025-01-06,4500,202800,207300
Politics,Raw,2,2025-01-06,2909,160506,163415
Politics,Raw,3,2025-01-06,1971,125523,127494
Politics,Raw,4,2025-01-06,1392,96926,98318
Politics,Raw,5,2025-01-06,1021,75300,76321
Politics,Raw,1,2025-01-13,4185,201135,205320
Politics,Raw,2,2025-01-13,2756,161471,164227
Politics,Raw,3,2025-01-13,1857,127063,128920
Politics,Raw,4,2025-01-13,1318,97746,99064
Politics,Raw,5,2025-01-13,933,75157,76090
Politics,Raw,1,2025-01-20,4475,204685,209160
Politics,Raw,2,2025-01-20,2995,164322,167317
Politics,Raw,3,2025-01-20,2026,128112,130138
Politics,Raw,4,2025-01-20,1395,98846,100241
Politics,Raw,5,2025-01-20,1032,76513,77545
Politics,Raw,1,2025-01-27,3941,216489,220430
Politics,Raw,2,2025-01-27,2605,173453,176058
Politics,Raw,3,2025-01-27,1749,136702,138451
Politics,Raw,4,2025-01-27,1228,105600,106828
